Name,Category,Severity,Resource Display Name,Resource Path,Resource Type
organizations/742653001909/sources/3344967813459848552/locations/global/findings/2fb33198ad6787f8819c5e8b6bf23ac7,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-west2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3046e3caadc39c09228cc3f8be6d8188,FIREWALL_NOT_MONITORED,4,831414143527,//cloudresourcemanager.googleapis.com/projects/831414143527,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/30d34d3cf17f45f7ea0fa330887b2691,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/europe-north2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/31b85600032f7a5dfa62dd76fed1a733,FIREWALL_RULE_LOGGING_DISABLED,3,anywhere,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/anywhere,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/31e16a55e50288a03e21c4eb422775bd,EGRESS_DENY_RULE_NOT_SET,4,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/322a40efcf5a4374ef62c65634bbeb59,BUCKET_LOGGING_DISABLED,4,ssc-findings-buckets,//storage.googleapis.com/ssc-findings-buckets,Other
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3241f51178332601d2acde2e36c703ef,FIREWALL_RULE_LOGGING_DISABLED,3,test-vpc-allow-http,//compute.googleapis.com/projects/agentic-9999/global/firewalls/test-vpc-allow-http,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/327a39806bde187a97189afc504db864,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west9/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/32f4cb7ce76d1604e52b74cd451af53c,COMPUTE_PROJECT_WIDE_SSH_KEYS_ALLOWED,3,rhel-vm,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-f/instances/rhel-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/33f2863d226222de7f286a9fa95c9b9a,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/asia-northeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/341aca44cd32f7da5bd8f0bf1b48b4a0,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-west1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/34273bffdd61601ecf55e01e075ce0c4,OPEN_RDP_PORT,2,default-allow-rdp,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/default-allow-rdp,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/354c5f7f9c937bcebc31efb793a3934d,OPEN_SMTP_PORT,2,traffic-from-any,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/traffic-from-any,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/35a7073256a05caacb331a7c188a8d38,AUDIT_CONFIG_NOT_MONITORED,4,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/35b4241984ff276c5b23be503afcdf59,DNS_LOGGING_DISABLED,3,default,//compute.googleapis.com/projects/agentic-9999/global/networks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/36e837d9fa5ad4ffd62266ac25374e35,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west10/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/37861ba29b60b77847abdbd035e3db7f,BUCKET_LOGGING_DISABLED,4,logexplorer_pubsub_to_bq_bucket,//storage.googleapis.com/logexplorer_pubsub_to_bq_bucket,Other
organizations/742653001909/sources/3344967813459848552/locations/global/findings/37d8921649d3d2070b1f8adaed2fda19,BUCKET_IAM_NOT_MONITORED,4,1056245351413,//cloudresourcemanager.googleapis.com/projects/1056245351413,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/380235ca77b86981770eed091638baeb,DNSSEC_DISABLED,3,2021651769021694392,//dns.googleapis.com/projects/load-balancer-service-project/managedZones/2021651769021694392,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/38658e1b4cbf035fd1ccf0e17733559d,CLUSTER_PRIVATE_GOOGLE_ACCESS_DISABLED,3,cluster1,//container.googleapis.com/projects/load-balancer-host-project/locations/us-central1/clusters/cluster1,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/387c76fa21c875790bdf48e8f5afedc7,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-east5/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/38a3482049519ab8b2ef5192212fc7d5,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-west3/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/39d753aeef4c6de441a5c8f34e16dde5,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-south1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3a8a927a197646289851e6eb1bda141e,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-north2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3b3c1736a0a57537f3a75794d789a925,FIREWALL_RULE_LOGGING_DISABLED,3,default-allow-rdp,//compute.googleapis.com/projects/agentic-9999/global/firewalls/default-allow-rdp,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3bb931a8a57314bf1d92c8355d3c6d82,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-central2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3cdf067f12761de8f7d6c1fbc40d4add,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/asia-southeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3e150ab6db355408abd9b30c7fdc01ba,OPEN_SMTP_PORT,2,allow-traffic,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/allow-traffic,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3e6b32ac7d485ff6e55ae095886b0898,OPEN_CASSANDRA_PORT,2,anywhere,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/anywhere,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3eb393f5076103b158495d23e06a4407,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/europe-west8/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3eb7a654340e0343953eeabef8be9f37,ACCESS_TRANSPARENCY_DISABLED,3,742653001909,//cloudresourcemanager.googleapis.com/organizations/742653001909,Other
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3ee43f68f4dece8925e1b9111be49f4d,BUCKET_POLICY_ONLY_DISABLED,3,dataflow-staging-us-central1-751615041559,//storage.googleapis.com/dataflow-staging-us-central1-751615041559,Other
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3f4931d6e1cd87a205f4601410ecf396,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/asia-northeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/3f5f8f1d829f5f69808646f57e4066c9,OWNER_NOT_MONITORED,4,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/40024fcd59d6c99a7318f56d551a3c28,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/northamerica-northeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/41ed2eeb0694a64af935096b778491a3,OVER_PRIVILEGED_ACCOUNT,3,cluster1,//container.googleapis.com/projects/load-balancer-host-project/locations/us-central1/clusters/cluster1,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/420fc4ae266d9584e0969e7b6aedd8ef,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/asia-northeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/432d8d5d939d0035dc407625f093062c,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/asia-east1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/43348d9c7462f666269c55d90b9766d5,COMPUTE_SECURE_BOOT_DISABLED,3,linux-test,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-f/instances/linux-test,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/437c9b454eb41f939c4432b8a9fcf294,OPEN_MEMCACHED_PORT,2,traffic-from-any,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/traffic-from-any,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/43865c3d6400411d885d263fc10062fc,LOG_NOT_EXPORTED,4,1037904964071,//cloudresourcemanager.googleapis.com/projects/1037904964071,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/43a2ce0a9834cd43d9a38b3808d42dc3,INSTANCE_OS_LOGIN_DISABLED,3,lb-mig-2214,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-c/instances/lb-mig-2214,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/43c1be628241142e5d56857ab69a84a2,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/us-west3/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/448dc0b7ec0f3d47cc16b0f095a9b2cd,COMPUTE_SECURE_BOOT_DISABLED,3,test-vm,//compute.googleapis.com/projects/load-balancer-host-project/zones/us-central1-c/instances/test-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/44a7484b27b03fb4f5e769bbee429d4a,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/northamerica-northeast2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/44bbd045ffe3f646059d83dd31591913,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west6/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/44f196ea64203a490143954b5667cbc6,OPEN_MEMCACHED_PORT,2,allow-any-traffic,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/allow-any-traffic,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/45298427164e5344caefdc5387d54ad3,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/northamerica-northeast2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/456e324114e0b86814f94ca1703fc5f6,PUBLIC_IP_ADDRESS,2,instance-5,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-c/instances/instance-5,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/45ed4e21f2cdc2e95db88694a5e1f510,DNS_LOGGING_DISABLED,3,default,//compute.googleapis.com/projects/ssc-project-999/global/networks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/46d3bb4f9341dc9fc3ba10e7c41ab730,OPEN_SSH_PORT,2,my-vpc-allow-ssh,//compute.googleapis.com/projects/agentic-9999/global/firewalls/my-vpc-allow-ssh,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/478877b1859a54576a0b438c7bc5f538,FIREWALL_RULE_LOGGING_DISABLED,3,ssc-vpc-allow-ssh,//compute.googleapis.com/projects/ssc-project-999/global/firewalls/ssc-vpc-allow-ssh,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/47ba27aa46ff5b2192e0a7ccb877877e,LOAD_BALANCER_LOGGING_DISABLED,3,backend-shared-lb,//compute.googleapis.com/projects/load-balancer-service-project/global/backendServices/backend-shared-lb,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/47d3e7ebcdcd1c46069bb11bf0d72acd,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-west2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/49a9a521513ce1c1885b367c3c4b574a,PRIMITIVE_ROLES_USED,3,298108061330,//cloudresourcemanager.googleapis.com/projects/298108061330,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/49dfa10948a5d2ac7eafc03354ef140e,OPEN_RDP_PORT,2,my-vpc-allow-rdp,//compute.googleapis.com/projects/load-balancer-service-project/global/firewalls/my-vpc-allow-rdp,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/49dff0a068cd07d7f442582d666dc2e0,WEAK_SSL_POLICY,3,shared-vpc-lb-target-proxy,//compute.googleapis.com/projects/load-balancer-service-project/global/targetHttpsProxies/shared-vpc-lb-target-proxy,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4a84442115fca4bee446f7f5aadf5f28,OPEN_RDP_PORT,2,lb-firewall,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/lb-firewall,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4a8dd271fc9a1e24f22bcbf110ea8c55,OPEN_ELASTICSEARCH_PORT,2,allow-any-traffic,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/allow-any-traffic,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4af04319bc4ec0ddbd7c539faffcf21d,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4b912e0ee823dbfcb7c992f842aba42d,DEFAULT_SERVICE_ACCOUNT_USED,3,instance-2,//compute.googleapis.com/projects/load-balancer-host-project/zones/us-central1-c/instances/instance-2,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4bb2c504afaa9444757ddb928e56e430,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-southwest1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4c501b4d67601a009e42779d510c44de,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/asia-northeast2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4cee8c005b931773015984985ae5fa79,AUDIT_LOGGING_DISABLED,4,482298122994,//cloudresourcemanager.googleapis.com/projects/482298122994,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4d2c850cfc933495c51593d0b25b2496,OPEN_DIRECTORY_SERVICES_PORT,2,allow-any-traffic,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/allow-any-traffic,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4dc4e9c46cfcaa0b356cc33d9c12c14d,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/asia-east2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4dec4d2aa4f911412add5f952eca3ff9,DNS_LOGGING_DISABLED,3,my-vpc,//compute.googleapis.com/projects/agentic-9999/global/networks/my-vpc,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4e8f12bc96ef729e3576436581501ae2,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/asia-east2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4f593e7a04dfd9f11936b69f9f410bf4,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-east4/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4f9149446cf0769a777074153f7d2936,API_KEY_APPS_UNRESTRICTED,3,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4f984b50a0985555da54cf8966f660fc,INSTANCE_OS_LOGIN_DISABLED,3,rhel-vm,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-f/instances/rhel-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4fce0968a30075c3c58bd813548aac74,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-east5/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/4fe0c9cc20e418811ea22ff1600f429e,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-south1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/516c149b0ecf834777aa9fd3fb851571,FIREWALL_RULE_LOGGING_DISABLED,3,default-allow-icmp,//compute.googleapis.com/projects/agentic-9999/global/firewalls/default-allow-icmp,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/522471176aeac67316ad90d8ee5374df,COMPUTE_PROJECT_WIDE_SSH_KEYS_ALLOWED,3,vm-eu,//compute.googleapis.com/projects/load-balancer-service-project/zones/europe-west1-d/instances/vm-eu,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/523a6e6a2cead3b0ed91ecdeb57a2c52,OPEN_REDIS_PORT,2,traffic-from-any,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/traffic-from-any,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/52ae1f42c2ec0634c46198098e63d29b,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west9/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/52d7a4c3afbbd6ee5f641f0861b5d005,COMPUTE_SECURE_BOOT_DISABLED,3,db-vm,//compute.googleapis.com/projects/load-balancer-service-project/zones/europe-west1-d/instances/db-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/52e5813cd9d195928fdbc7bc52cd4182,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/southamerica-west1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5352fa79ea9f72684ca3be80ec3259c7,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/asia-south2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/53629e72fbceff265bb5678f3900052d,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-west3/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/53aaf72731b1149270ef9274f3ffed44,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-west3/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/541048bd2337a71f6c36faf6139d10b0,FIREWALL_RULE_LOGGING_DISABLED,3,test-vpc-allow-custom,//compute.googleapis.com/projects/agentic-9999/global/firewalls/test-vpc-allow-custom,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/54580e9ec547fa171c9332eeacf2f6ee,CUSTOM_ROLE_NOT_MONITORED,4,298108061330,//cloudresourcemanager.googleapis.com/projects/298108061330,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/546601a8320c881edf813dd4e62bc1af,OPEN_MYSQL_PORT,2,anywhere,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/anywhere,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/546ff94ef5ecc409bbb1c81254b38413,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/northamerica-northeast2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5489632ebb2c4e52124dc86eeb431f83,LOG_NOT_EXPORTED,4,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/548ea39818675b48dfe06f24feb9be82,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-central1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/555a004d131737b87277ad2bb90d1f54,PRIVATE_GOOGLE_ACCESS_DISABLED,4,subnet-asia,//compute.googleapis.com/projects/load-balancer-service-project/regions/asia-south1/subnetworks/subnet-asia,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5648b5d0389701bb97e7489dbb4be818,FIREWALL_RULE_LOGGING_DISABLED,3,default-allow-ssh,//compute.googleapis.com/projects/agentic-9999/global/firewalls/default-allow-ssh,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/576b9846f6a20dcf14c48e306776a318,BUCKET_LOGGING_DISABLED,4,sccfindings_pubsub_to_bq_bucket,//storage.googleapis.com/sccfindings_pubsub_to_bq_bucket,Other
organizations/742653001909/sources/3344967813459848552/locations/global/findings/576caaad93d64426eab2ae3117e5dd48,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/me-west1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/57a37a512030c009fbf3dcddc4cc41c5,OPEN_POSTGRESQL_PORT,2,traffic-from-any,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/traffic-from-any,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/57eaaee507829e82d1db2346bb49bbd6,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/us-east4/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/57f7ccd1197e98c71d233db8b0c9042d,INSTANCE_OS_LOGIN_DISABLED,3,instance-5,//compute.googleapis.com/projects/load-balancer-service-project/zones/us-central1-c/instances/instance-5,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/583c505c69277f38e6e1e9e4869ffe63,OPEN_FIREWALL,2,allow-any-traffic,//compute.googleapis.com/projects/load-balancer-host-project/global/firewalls/allow-any-traffic,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/587d3ebd41dc76b4d88451d529834ddb,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/australia-southeast1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/58a5706e90a587c1395ef7a047522e4b,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/58a6b4e7ac3b2005c321a37d0c4c807b,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/australia-southeast2/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/58f92768effd83cb9afeda7aa331f53a,OPEN_SSH_PORT,2,ssc-vpc-allow-ssh,//compute.googleapis.com/projects/ssc-project-999/global/firewalls/ssc-vpc-allow-ssh,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5959e2b500ab04f99eb7a7bdef8e7323,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-central1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/598d8d7cea5cca5d6d449ecbda4376de,FIREWALL_RULE_LOGGING_DISABLED,3,default-allow-rdp,//compute.googleapis.com/projects/ssc-project-999/global/firewalls/default-allow-rdp,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/59acd173c305b6ef380068ebf0fadc7f,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/europe-southwest1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5a685f1959a1e549857834c9b630d532,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/europe-west3/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5aa0fd342da90a52a43377504f9fc699,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-west4/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5aaea5178f61593e6eab933fc212c3c0,FIREWALL_NOT_MONITORED,4,298108061330,//cloudresourcemanager.googleapis.com/projects/298108061330,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5c0d0098d4e69b6ce3c4bd05afaa5422,PRIVATE_GOOGLE_ACCESS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-west4/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5ccf3e5f7edaa006b6cd319364343699,DNS_LOGGING_DISABLED,3,my-vpc,//compute.googleapis.com/projects/load-balancer-service-project/global/networks/my-vpc,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5e5a5458dc24c742e5ad55342bf62c08,NETWORK_NOT_MONITORED,4,482298122994,//cloudresourcemanager.googleapis.com/projects/482298122994,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5e815d0777f732625b6d6e62df886212,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/ssc-project-999/regions/europe-west8/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5eebfef3540e33139954b739392469e8,DEFAULT_SERVICE_ACCOUNT_USED,3,linux-vm,//compute.googleapis.com/projects/agentic-9999/zones/us-central1-c/instances/linux-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5f168e14092dacebef1fd45a345632ff,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/agentic-9999/regions/northamerica-south1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5f28f7836e460ce5faf11777bc2e5547,INSTANCE_OS_LOGIN_DISABLED,3,instance-2,//compute.googleapis.com/projects/load-balancer-host-project/zones/us-central1-c/instances/instance-2,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5fbd68a2cd4e646bc7ab4ddfd84ae600,COMPUTE_SECURE_BOOT_DISABLED,3,linux-vm,//compute.googleapis.com/projects/agentic-9999/zones/us-central1-c/instances/linux-vm,GCE Instance
organizations/742653001909/sources/3344967813459848552/locations/global/findings/5fefe02e58ce8b438dc3e25f229fde0e,PRIVATE_GOOGLE_ACCESS_DISABLED,4,subnet-asia,//compute.googleapis.com/projects/agentic-9999/regions/asia-south1/subnetworks/subnet-asia,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/60413163bd2f3fc9d5db5329d9b5d1b2,FLOW_LOGS_DISABLED,4,default,//compute.googleapis.com/projects/load-balancer-host-project/regions/us-west1/subnetworks/default,Project
organizations/742653001909/sources/3344967813459848552/locations/global/findings/60ef7840d60e20b7473a3eaa3b7819be,NETWORK_NOT_MONITORED,4,751615041559,//cloudresourcemanager.googleapis.com/projects/751615041559,Project
